CRIM,ZN,INDUS,CHAS,NOX,RM,AGE,DIS,RAD,TAX,PTRATIO,B,LSTAT,MEDV,RM_squared,LSTAT_log,price_per_room,RM_category
2.3139,0.0,19.58,0,0.605,5.88,97.3,2.3887,5,403.0,14.7,348.13,12.03,19.1,34.5744,2.567254391136754,3.2482993197278915,Medium
0.13914,0.0,4.05,0,0.51,5.572,88.5,2.5961,5,296.0,16.6,396.9,14.69,23.1,31.047184,2.753023566744941,4.1457286432160805,Medium
0.09178,0.0,4.05,0,0.51,6.416,84.1,2.6463,5,296.0,16.6,395.5,9.04,23.6,41.16505600000001,2.306577114263583,3.678304239401496,Large
0.08447,0.0,4.05,0,0.51,5.859,68.7,2.7019,5,296.0,16.6,393.23,9.64,22.6,34.327881,2.3646204839134985,3.85731353473289,Medium
0.06664,0.0,4.05,0,0.51,6.546,33.1,3.1323,5,296.0,16.6,390.96,5.33,29.4,42.85011600000001,1.8453002361560848,4.491292392300641,Large
0.07022,0.0,4.05,0,0.51,6.02,47.2,3.5549,5,296.0,16.6,393.23,10.11,23.2,36.240399999999994,2.4078456036515385,3.853820598006645,Large
0.05425,0.0,4.05,0,0.51,6.315,73.4,3.3175,5,296.0,16.6,395.6,6.29,24.6,39.879225000000005,1.986503546020567,3.8954869358669835,Large
0.06642,0.0,4.05,0,0.51,6.86,74.4,2.9153,5,296.0,16.6,391.27,6.92,29.9,47.0596,2.0693912058263346,4.358600583090379,Large
0.0578,0.0,2.46,0,0.488,6.98,58.4,2.829,3,193.0,17.8,396.9,5.04,37.2,48.720400000000005,1.7984040119467235,5.329512893982808,Large
0.06588,0.0,2.46,0,0.488,7.765,83.3,2.741,3,193.0,17.8,395.56,7.56,39.8,60.295224999999995,2.1471001901536506,5.125563425627817,Very Large
0.06888,0.0,2.46,0,0.488,6.144,62.2,2.5979,3,193.0,17.8,396.9,9.45,36.2,37.748736,2.34660197841082,5.891927083333334,Large
0.09103,0.0,2.46,0,0.488,7.155,92.2,2.7006,3,193.0,17.8,394.12,4.82,37.9,51.194025,1.7613002617433464,5.296995108315863,Very Large
0.10008,0.0,2.46,0,0.488,6.563,95.6,2.847,3,193.0,17.8,396.9,5.68,32.5,43.07296899999999,1.8991179875485542,4.952003656864239,Large
0.08308,0.0,2.46,0,0.488,5.604,89.8,2.9879,3,193.0,17.8,391.0,13.98,26.4,31.404816,2.7067159780890733,4.710920770877944,Medium
0.06047,0.0,2.46,0,0.488,6.153,68.8,3.2797,3,193.0,17.8,387.11,13.15,29.6,37.85940899999999,2.649714624089247,4.8106614659515685,Large
0.05602,0.0,2.46,0,0.488,7.831,53.6,3.1992,3,193.0,17.8,392.63,4.45,50.0,61.32456100000001,1.6956156086751528,6.3848806027327285,Very Large
0.07875,45.0,3.44,0,0.437,6.782,41.1,3.7886,5,398.0,15.2,393.87,6.68,32.0,45.995524,2.038619547159581,4.718372161604247,Large
0.12579,45.0,3.44,0,0.437,6.556,29.1,4.5667,5,398.0,15.2,382.84,4.56,29.8,42.981136,1.715598108262491,4.545454545454546,Large
0.0837,45.0,3.44,0,0.437,7.185,38.9,4.5667,5,398.0,15.2,396.9,5.39,34.9,51.624224999999996,1.8547342683894434,4.857341684064022,Very Large
0.09068,45.0,3.44,0,0.437,6.951,21.5,6.4798,5,398.0,15.2,377.68,5.1,37.0,48.31640099999999,1.8082887711792655,5.322975111494749,Large
0.06911,45.0,3.44,0,0.437,6.739,30.8,6.4798,5,398.0,15.2,389.71,4.69,30.5,45.414121,1.7387102481382397,4.5258940495622495,Large
0.08664,45.0,3.44,0,0.437,7.178,26.3,6.4798,5,398.0,15.2,390.49,2.87,36.4,51.523683999999996,1.3532545070416904,5.071050431875174,Very Large
0.02187,60.0,2.93,0,0.401,6.8,9.9,6.2196,1,265.0,15.6,393.37,5.03,31.1,46.239999999999995,1.7967470107390942,4.5735294117647065,Large
0.01439,60.0,2.93,0,0.401,6.604,18.8,6.2196,1,265.0,15.6,376.7,4.38,29.1,43.612816,1.682688374173693,4.406420351302241,Large
0.01381,80.0,0.46,0,0.422,7.875,32.0,5.6484,4,255.0,14.4,394.23,2.97,50.0,62.015625,1.3787660946990992,6.349206349206349,Very Large
0.04011,80.0,1.52,0,0.404,7.287,34.1,7.309,2,329.0,12.6,396.9,4.08,33.3,53.100369,1.6253112615903906,4.569781803211198,Very Large
0.04666,80.0,1.52,0,0.404,7.107,36.6,7.309,2,329.0,12.6,354.31,8.61,30.3,50.509449000000004,2.262804222982201,4.263402279442803,Very Large
0.03768,80.0,1.52,0,0.404,7.274,38.3,7.309,2,329.0,12.6,392.2,6.62,34.6,52.911076,2.030776369698555,4.756667583172945,Very Large
0.0315,95.0,1.47,0,0.403,6.975,15.3,7.6534,3,402.0,17.0,396.9,4.56,34.9,48.650625,1.715598108262491,5.003584229390681,Large
0.01778,95.0,1.47,0,0.403,7.135,13.9,7.6534,3,402.0,17.0,384.3,4.45,32.9,50.908224999999995,1.6956156086751528,4.611072179397337,Very Large
0.03445,82.5,2.03,0,0.415,6.162,38.4,6.27,2,348.0,14.7,393.77,7.43,24.1,37.970244,2.131796772013764,3.9110678351184682,Large
0.02177,82.5,2.03,0,0.415,7.61,15.7,6.27,2,348.0,14.7,395.38,3.11,42.3,57.9121,1.413423028508143,5.558475689881734,Very Large
0.0351,95.0,2.68,0,0.4161,7.853,33.2,5.118,4,224.0,14.7,392.78,3.81,48.5,61.669608999999994,1.57069708411767,6.175983700496626,Very Large
0.02009,95.0,2.68,0,0.4161,8.034,31.9,5.118,4,224.0,14.7,390.55,2.88,50.0,64.545156,1.355835153635182,6.2235499128703005,Very Large
0.13642,0.0,10.59,0,0.489,5.891,22.3,3.9454,4,277.0,18.6,396.9,10.87,22.6,34.703881,2.4740142086215764,3.8363605499915128,Medium
0.22969,0.0,10.59,0,0.489,6.326,52.5,4.3549,4,277.0,18.6,394.87,10.97,24.4,40.01827599999999,2.482403519569882,3.857097692064496,Large
0.25199,0.0,10.59,0,0.489,5.783,72.7,4.3549,4,277.0,18.6,389.43,18.06,22.5,33.44308900000001,2.947591898226056,3.8907141621995502,Medium
0.13587,0.0,10.59,1,0.489,6.064,59.1,4.2392,4,277.0,18.6,381.32,14.66,24.4,36.772096,2.751109690562657,4.0237467018469655,Large
0.43571,0.0,10.59,1,0.489,5.344,100.0,3.875,4,277.0,18.6,396.9,23.09,20.0,28.558336000000004,3.18179681662678,3.74251497005988,Medium
0.17446,0.0,10.59,1,0.489,5.96,92.1,3.8771,4,277.0,18.6,393.25,17.27,21.7,35.5216,2.9052603703899154,3.640939597315436,Medium
0.37578,0.0,10.59,1,0.489,5.404,88.6,3.665,4,277.0,18.6,395.24,23.98,19.3,29.203215999999998,3.2180755046974316,3.5714285714285716,Medium
0.21719,0.0,10.59,1,0.489,5.807,53.8,3.6526,4,277.0,18.6,390.94,16.03,22.4,33.72124900000001,2.834976494674597,3.8574134665059407,Medium
0.14052,0.0,10.59,0,0.489,6.375,32.3,3.9454,4,277.0,18.6,385.81,9.38,28.1,40.640625,2.3398808777377424,4.407843137254902,Large
0.28955,0.0,10.59,0,0.489,5.412,9.8,3.5875,4,277.0,18.6,348.93,29.55,23.7,29.289744,3.4193646856176043,4.3791574279379155,Medium
0.19802,0.0,10.59,0,0.489,6.182,42.4,3.9454,4,277.0,18.6,393.63,9.47,25.0,38.217124000000005,2.3485140248824456,4.043998705920414,Large
0.0456,0.0,13.89,1,0.55,5.888,56.0,3.1121,5,276.0,16.4,392.8,13.51,23.3,34.668544,2.6748380668960965,3.957201086956522,Medium
0.07013,0.0,13.89,0,0.55,6.642,85.1,3.4211,5,276.0,16.4,392.78,9.69,28.7,44.116164000000005,2.3693087250369538,4.320987654320987,Large
0.11069,0.0,13.89,1,0.55,5.951,93.8,2.8893,5,276.0,16.4,396.9,17.92,21.5,35.414401,2.9402195636237325,3.612838178457402,Medium
0.11425,0.0,13.89,1,0.55,6.373,92.4,3.3633,5,276.0,16.4,393.74,10.5,23.0,40.615129,2.4423470353692043,3.6089753648203358,Large
0.35809,0.0,6.2,1,0.507,6.951,88.5,2.8617,8,307.0,17.4,391.7,9.71,26.7,48.31640099999999,2.3711778844596574,3.841173931808373,Large
0.40771,0.0,6.2,1,0.507,6.164,91.3,3.048,8,307.0,17.4,395.24,21.46,21.7,37.994896,3.111735949310297,3.5204412719013627,Large
0.62356,0.0,6.2,1,0.507,6.879,77.7,3.2721,8,307.0,17.4,390.39,9.93,27.5,47.320640999999995,2.391511302188447,3.9976740805349618,Large
0.6147,0.0,6.2,0,0.507,6.618,80.8,3.2721,8,307.0,17.4,396.9,7.6,30.1,43.797924,2.151762203259462,4.548201873677848,Large
0.31533,0.0,6.2,0,0.504,8.266,78.3,2.8944,8,307.0,17.4,385.05,4.14,44.8,68.326756,1.6370530794670737,5.419791918703121,Very Large
0.52693,0.0,6.2,0,0.504,8.725,83.0,2.8944,8,307.0,17.4,382.0,4.63,50.0,76.125625,1.728109442151599,5.730659025787966,Very Large
0.38214,0.0,6.2,0,0.504,8.04,86.5,3.2157,8,307.0,17.4,387.38,3.13,37.6,64.64159999999998,1.4182774069729414,4.676616915422886,Very Large
0.41238,0.0,6.2,0,0.504,7.163,79.9,3.2157,8,307.0,17.4,372.08,6.36,31.6,51.308569000000006,1.9960599327407849,4.4115594024849925,Very Large
0.29819,0.0,6.2,0,0.504,7.686,17.0,3.3751,8,307.0,17.4,377.51,3.92,46.7,59.074596,1.5933085305042167,6.075982305490503,Very Large
0.44178,0.0,6.2,0,0.504,6.552,21.4,3.3751,8,307.0,17.4,380.34,3.76,31.5,42.928703999999996,1.5602476682433286,4.807692307692308,Large
0.537,0.0,6.2,0,0.504,5.981,68.1,3.6715,8,307.0,17.4,378.35,11.65,24.3,35.772361,2.5376572151735295,4.062865741514797,Medium
0.46296,0.0,6.2,0,0.504,7.412,76.9,3.6715,8,307.0,17.4,376.14,5.25,31.7,54.937744,1.8325814637483102,4.276848354020507,Very Large
0.57529,0.0,6.2,0,0.507,8.337,73.3,3.8384,8,307.0,17.4,385.91,2.47,41.7,69.505569,1.244154593958768,5.001799208348327,Very Large
0.33147,0.0,6.2,0,0.507,8.247,70.4,3.6519,8,307.0,17.4,378.95,3.95,48.3,68.013009,1.599387576580599,5.856675154601673,Very Large
0.44791,0.0,6.2,1,0.507,6.726,66.5,3.6519,8,307.0,17.4,360.2,8.05,29.0,45.239076,2.2027647577118348,4.311626523936961,Large
0.33045,0.0,6.2,0,0.507,6.086,61.5,3.6519,8,307.0,17.4,376.75,10.88,24.0,37.039396,2.474856313934499,3.9434768320736113,Large
0.52058,0.0,6.2,1,0.507,6.631,76.5,4.148,8,307.0,17.4,388.45,9.54,25.1,43.970161000000004,2.355177543113216,3.7852510933494194,Large
0.51183,0.0,6.2,0,0.507,7.358,71.6,4.148,8,307.0,17.4,390.07,4.73,31.5,54.14016399999999,1.7457155307266483,4.281054634411525,Very Large
0.08244,30.0,4.93,0,0.428,6.481,18.5,6.1899,6,300.0,16.6,379.41,6.36,23.7,42.003361,1.9960599327407849,3.6568430797716402,Large
0.09252,30.0,4.93,0,0.428,6.606,42.2,6.1899,6,300.0,16.6,383.78,7.37,23.3,43.639236,2.124653884501384,3.5270965788676962,Large
0.11329,30.0,4.93,0,0.428,6.897,54.3,6.3361,6,300.0,16.6,391.25,11.38,22.0,47.568609,2.5160822672564502,3.189792663476874,Large
0.10612,30.0,4.93,0,0.428,6.095,65.1,6.3361,6,300.0,16.6,394.62,12.4,20.1,37.149024999999995,2.5952547069568657,3.2977850697292865,Large
0.1029,30.0,4.93,0,0.428,6.358,52.9,7.0355,6,300.0,16.6,372.75,11.22,22.2,40.424164,2.503073953743449,3.4916640452972634,Large
0.12757,30.0,4.93,0,0.428,6.393,7.8,7.0355,6,300.0,16.6,374.71,5.19,23.7,40.870449,1.8229350866965048,3.7071797278273113,Large
0.20608,22.0,5.86,0,0.431,5.593,76.5,7.9549,7,330.0,19.1,372.49,12.5,17.6,31.281648999999998,2.6026896854443837,3.1467906311460756,Medium
0.19133,22.0,5.86,0,0.431,5.605,70.2,7.9549,7,330.0,19.1,389.13,18.46,18.5,31.416025000000005,2.968361076757859,3.300624442462087,Medium
0.33983,22.0,5.86,0,0.431,6.108,34.9,8.0555,7,330.0,19.1,390.18,9.16,24.3,37.307663999999995,2.318458442150336,3.978388998035364,Large
0.19657,22.0,5.86,0,0.431,6.226,79.2,8.0555,7,330.0,19.1,376.14,10.15,20.5,38.763076,2.411439497906128,3.2926437520077094,Large
0.16439,22.0,5.86,0,0.431,6.433,49.1,7.8265,7,330.0,19.1,374.71,9.52,24.5,41.383489,2.3532782073095637,3.808487486398259,Large
0.19073,22.0,5.86,0,0.431,6.718,17.5,7.8265,7,330.0,19.1,393.74,6.56,26.2,45.131524,2.0228711901914416,3.8999702292348912,Large
0.1403,22.0,5.86,0,0.431,6.487,13.0,7.3967,7,330.0,19.1,396.28,5.9,24.4,42.081169,1.9315214116032138,3.7613688916294126,Large
0.21409,22.0,5.86,0,0.431,6.438,8.9,7.3967,7,330.0,19.1,377.07,3.59,24.8,41.447843999999996,1.5238800240724537,3.852127990059025,Large
0.08221,22.0,5.86,0,0.431,6.957,6.8,8.9067,7,330.0,19.1,386.09,3.53,29.6,48.399848999999996,1.5107219394949425,4.2547074888601415,Large
0.36894,22.0,5.86,0,0.431,8.259,8.4,8.9067,7,330.0,19.1,396.9,3.54,42.8,68.21108100000001,1.5129270120532565,5.182225451023125,Very Large
0.04819,80.0,3.64,0,0.392,6.108,32.0,9.2203,1,315.0,16.4,392.89,6.57,21.9,37.307663999999995,2.0241930674493576,3.5854616895874263,Large
0.03548,80.0,3.64,0,0.392,5.876,19.1,9.2203,1,315.0,16.4,395.18,9.25,20.9,34.527376000000004,2.327277705584417,3.5568413886997954,Medium
0.01538,90.0,3.75,0,0.394,7.454,34.2,6.3361,3,244.0,15.9,386.34,3.11,44.0,55.562115999999996,1.413423028508143,5.902870941776228,Very Large
0.61154,20.0,3.97,0,0.647,8.704,86.9,1.801,5,264.0,13.0,389.7,5.12,50.0,75.75961600000001,1.8115620965242347,5.744485294117647,Very Large
0.66351,20.0,3.97,0,0.647,7.333,100.0,1.8946,5,264.0,13.0,383.29,7.79,36.0,53.772889,2.1736147116970854,4.909314059729987,Very Large
0.65665,20.0,3.97,0,0.647,6.842,100.0,2.0107,5,264.0,13.0,391.93,6.9,30.1,46.812963999999994,2.066862759472976,4.3992984507453965,Large
0.54011,20.0,3.97,0,0.647,7.203,81.8,2.1121,5,264.0,13.0,392.8,9.59,33.8,51.883209,2.359910159613315,4.692489240594196,Very Large
0.53412,20.0,3.97,0,0.647,7.52,89.4,2.1398,5,264.0,13.0,388.37,7.26,43.1,56.550399999999996,2.1114245875328868,5.7313829787234045,Very Large
0.52014,20.0,3.97,0,0.647,8.398,91.5,2.2885,5,264.0,13.0,386.86,5.91,48.8,70.526404,1.9329696377795786,5.8109073588949745,Very Large
0.82526,20.0,3.97,0,0.647,7.327,94.5,2.0788,5,264.0,13.0,393.42,11.25,31.0,53.684929,2.505525936990736,4.2309267094308725,Very Large
0.55007,20.0,3.97,0,0.647,7.206,91.6,1.9301,5,264.0,13.0,387.89,8.1,36.5,51.926436,2.2082744135228043,5.0652234249236745,Very Large
0.76162,20.0,3.97,0,0.647,5.56,62.8,1.9865,5,264.0,13.0,392.4,10.45,22.8,30.913599999999995,2.4379897300002487,4.100719424460432,Medium
0.7857,20.0,3.97,0,0.647,7.014,84.6,2.1329,5,264.0,13.0,384.07,14.79,30.7,49.196196,2.7593768282675506,4.376960364984317,Very Large
0.57834,20.0,3.97,0,0.575,8.297,67.0,2.4216,5,264.0,13.0,384.54,7.44,50.0,68.84020900000002,2.132982308607866,6.026274557068819,Very Large
0.5405,20.0,3.97,0,0.575,7.47,52.6,2.872,5,264.0,13.0,390.3,3.16,43.5,55.8009,1.425515074273172,5.8232931726907635,Very Large
0.09065,20.0,6.96,1,0.464,5.92,61.5,3.9175,3,223.0,18.6,391.34,13.65,20.7,35.0464,2.6844403354630764,3.4966216216216215,Medium
0.29916,20.0,6.96,0,0.464,5.856,42.1,4.429,3,223.0,18.6,388.65,13.0,21.1,34.292736,2.6390573296152584,3.6031420765027327,Medium
0.16211,20.0,6.96,0,0.464,6.24,16.3,4.429,3,223.0,18.6,396.9,6.59,25.2,38.9376,2.0268315914075385,4.038461538461538,Large
0.1146,20.0,6.96,0,0.464,6.538,58.7,3.9175,3,223.0,18.6,394.96,7.73,24.4,42.745444000000006,2.166765369851511,3.7320281431630464,Large
0.22188,20.0,6.96,1,0.464,7.691,51.8,4.3665,3,223.0,18.6,390.77,6.58,35.2,59.151481,2.0255131996542803,4.576778052268886,Very Large
0.05644,40.0,6.41,1,0.447,6.758,32.9,4.0776,4,254.0,17.6,396.9,3.53,32.4,45.670564,1.5107219394949425,4.794317845516424,Large
0.09604,40.0,6.41,0,0.447,6.854,42.8,4.2673,4,254.0,17.6,396.9,2.98,32.0,46.977316,1.3812818192963463,4.668806536329151,Large
0.10469,40.0,6.41,1,0.447,7.267,49.0,4.7872,4,254.0,17.6,389.25,6.05,33.2,52.80928900000001,1.9530276168241774,4.568597770744462,Very Large
0.06127,40.0,6.41,1,0.447,6.826,27.6,4.8628,4,254.0,17.6,393.45,4.16,33.1,46.594275999999994,1.6409365794934714,4.8491063580427785,Large
0.07978,40.0,6.41,0,0.447,6.482,32.1,4.1403,4,254.0,17.6,396.9,7.19,29.1,42.016324000000004,2.1029138978649784,4.489355137303302,Large
0.21038,20.0,3.33,0,0.4429,6.812,32.2,4.1007,5,216.0,14.9,396.9,4.85,35.1,46.403344000000004,1.766441661243765,5.152671755725191,Large
0.03578,20.0,3.33,0,0.4429,7.82,64.5,4.6947,5,216.0,14.9,387.31,3.76,45.4,61.15240000000001,1.5602476682433286,5.805626598465473,Very Large
0.03705,20.0,3.33,0,0.4429,6.968,37.2,5.2447,5,216.0,14.9,392.23,4.59,35.4,48.553024,1.7209792871670078,5.08036739380023,Large
0.06129,20.0,3.33,1,0.4429,7.645,49.7,5.2119,5,216.0,14.9,377.07,3.01,46.0,58.44602499999999,1.3887912413184778,6.017004578155658,Very Large
0.01501,90.0,1.21,1,0.401,7.923,24.8,5.885,1,198.0,13.6,395.52,3.16,50.0,62.773929,1.425515074273172,6.310740880979427,Very Large
0.00906,90.0,2.97,0,0.4,7.088,20.8,7.3073,1,285.0,15.3,394.72,7.85,32.2,50.239744,2.180417459019838,4.542889390519187,Very Large
0.01096,55.0,2.25,0,0.389,6.453,31.9,7.3073,1,300.0,15.3,394.72,8.23,22.0,41.641209,2.222459048514761,3.409267007593367,Large
0.01965,80.0,1.76,0,0.385,6.23,31.5,9.0892,1,241.0,18.2,341.6,12.93,20.1,38.812900000000006,2.6340447877917144,3.226324237560193,Large
0.03871,52.5,5.32,0,0.405,6.209,31.3,7.3172,6,293.0,16.6,396.9,7.14,23.2,38.551680999999995,2.096790180014449,3.7365115155419555,Large
0.0459,52.5,5.32,0,0.405,6.315,45.6,7.3172,6,293.0,16.6,396.9,7.6,22.3,39.879225000000005,2.151762203259462,3.531274742676168,Large
0.04297,52.5,5.32,0,0.405,6.565,22.9,7.3172,6,293.0,16.6,371.72,9.51,24.8,43.099225000000004,2.3523271848888596,3.7776085300837776,Large
0.03502,80.0,4.95,0,0.411,6.861,27.9,5.1167,4,245.0,19.2,396.9,3.33,28.5,47.073321,1.4655675420143985,4.153913423699169,Large
0.07886,80.0,4.95,0,0.411,7.148,27.7,5.1167,4,245.0,19.2,396.9,3.56,37.3,51.093903999999995,1.5173226235262949,5.218242865137102,Very Large
0.03615,80.0,4.95,0,0.411,6.63,23.4,5.1167,4,245.0,19.2,396.9,4.7,27.9,43.9569,1.7404661748405046,4.208144796380091,Large
0.08265,0.0,13.92,0,0.437,6.127,18.4,5.5027,4,289.0,16.0,396.9,8.58,23.9,37.540129,2.259677591982769,3.900767096458299,Large
0.08199,0.0,13.92,0,0.437,6.009,42.3,5.5027,4,289.0,16.0,396.9,10.4,21.7,36.108081000000006,2.4336133554004498,3.611249791978698,Large
0.12932,0.0,13.92,0,0.437,6.678,31.1,5.9604,4,289.0,16.0,396.9,6.27,28.6,44.595684,1.9837562915454279,4.282719377059,Large
0.05372,0.0,13.92,0,0.437,6.549,51.0,5.9604,4,289.0,16.0,392.85,7.39,27.1,42.88940100000001,2.127040520479115,4.138036341426172,Large
0.14103,0.0,13.92,0,0.437,5.79,58.0,6.32,4,289.0,16.0,396.9,15.84,20.3,33.5241,2.8237570088141806,3.5060449050086357,Medium
0.06466,70.0,2.24,0,0.4,6.345,20.1,7.8278,5,358.0,14.8,368.24,4.97,22.5,40.259024999999994,1.7867469274045107,3.546099290780142,Large
0.05561,70.0,2.24,0,0.4,7.041,10.0,7.8278,5,358.0,14.8,371.58,4.74,29.0,49.575681,1.747459210331475,4.1187331344979405,Very Large
0.04417,70.0,2.24,0,0.4,6.871,47.4,7.8278,5,358.0,14.8,390.86,6.07,24.8,47.210641,1.9558604799084813,3.609372725949643,Large
0.03537,34.0,6.09,0,0.433,6.59,40.4,5.4917,7,329.0,16.1,395.75,9.5,22.0,43.4281,2.3513752571634776,3.3383915022761763,Large
0.09266,34.0,6.09,0,0.433,6.495,18.4,5.4917,7,329.0,16.1,383.61,8.67,26.4,42.185025,2.269028309465203,4.064665127020785,Large
0.1,34.0,6.09,0,0.433,6.982,17.7,5.4917,7,329.0,16.1,390.43,4.86,33.1,48.748324000000004,1.7681496035889213,4.740761959323976,Large
0.05515,33.0,2.18,0,0.472,7.236,41.1,4.022,7,222.0,18.4,393.68,6.93,36.1,52.359696,2.0706530356467567,4.988944168048646,Very Large
0.05479,33.0,2.18,0,0.472,6.616,58.1,3.37,7,222.0,18.4,393.36,8.93,28.4,43.77145599999999,2.295560478057081,4.292623941958888,Large
0.07503,33.0,2.18,0,0.472,7.42,71.9,3.0992,7,222.0,18.4,396.9,6.47,33.4,55.0564,2.010894999144726,4.501347708894879,Very Large
0.04932,33.0,2.18,0,0.472,6.849,70.3,3.1827,7,222.0,18.4,396.9,7.53,28.2,46.908801000000004,2.143589361503588,4.117389399912396,Large
0.49298,0.0,9.9,0,0.544,6.635,82.5,3.3175,4,304.0,18.4,396.9,4.54,22.8,44.023225,1.7119945007591924,3.436322532027129,Large
0.3494,0.0,9.9,0,0.544,5.972,76.7,3.1025,4,304.0,18.4,396.24,9.97,20.3,35.664784000000004,2.395164274287139,3.3991962491627596,Medium
2.63548,0.0,9.9,0,0.544,4.973,37.8,2.5194,4,304.0,18.4,350.45,12.64,16.1,24.730729,2.613006652415316,3.2374824049869297,Small
0.79041,0.0,9.9,0,0.544,6.122,52.8,2.6403,4,304.0,18.4,396.9,5.98,22.1,37.478884,1.9430489167742813,3.6099313949689646,Large
0.26169,0.0,9.9,0,0.544,6.023,90.4,2.834,4,304.0,18.4,396.3,11.72,19.4,36.276529,2.543175557911976,3.2209862194919476,Large
0.26938,0.0,9.9,0,0.544,6.266,82.8,3.2628,4,304.0,18.4,393.39,7.9,21.6,39.262756,2.186051276738094,3.4471752314075967,Large
0.3692,0.0,9.9,0,0.544,6.567,87.3,3.6023,4,304.0,18.4,395.69,9.28,23.8,43.125489,2.330200260027019,3.62418151362875,Large
0.25356,0.0,9.9,0,0.544,5.705,77.7,3.945,4,304.0,18.4,396.42,11.5,16.2,32.547025,2.5257286443082556,2.8396143733567043,Medium
0.31827,0.0,9.9,0,0.544,5.914,83.2,3.9986,4,304.0,18.4,390.7,18.33,17.8,34.975395999999996,2.9616582932202395,3.0098072370645927,Medium
0.24522,0.0,9.9,0,0.544,5.782,71.7,4.0317,4,304.0,18.4,396.9,15.94,19.8,33.431524,2.8296776892239084,3.4244206157039088,Medium
0.40202,0.0,9.9,0,0.544,6.382,67.2,3.5325,4,304.0,18.4,395.21,10.36,23.1,40.729924,2.4300984132930052,3.6195549984330935,Large
0.47547,0.0,9.9,0,0.544,6.113,58.8,4.0019,4,304.0,18.4,396.23,12.73,21.0,37.36876900000001,2.6195832197798796,3.4353018158023882,Large
0.1676,0.0,7.38,0,0.493,6.426,52.3,4.5404,5,287.0,19.6,396.9,7.2,23.8,41.293476000000005,2.1041341542702074,3.7037037037037037,Large
0.18159,0.0,7.38,0,0.493,6.376,54.3,4.5404,5,287.0,19.6,396.9,6.87,23.1,40.653376,2.063058062429312,3.622961104140527,Large
0.35114,0.0,7.38,0,0.493,6.041,49.9,4.7211,5,287.0,19.6,396.9,7.7,20.4,36.493681,2.163323025660538,3.376924350273133,Large
0.28392,0.0,7.38,0,0.493,5.708,74.3,4.7211,5,287.0,19.6,391.13,11.74,18.5,32.581264000000004,2.5447466501440172,3.2410651716888577,Medium
0.34109,0.0,7.38,0,0.493,6.415,40.1,4.7211,5,287.0,19.6,396.9,6.12,25.0,41.152225,1.9629077254238845,3.897116134060795,Large
0.19186,0.0,7.38,0,0.493,6.431,14.7,5.4159,5,287.0,19.6,393.68,5.08,24.6,41.357761,1.8050046959780757,3.8252215829575498,Large
0.30347,0.0,7.38,0,0.493,6.312,28.9,5.4159,5,287.0,19.6,396.9,6.15,23.0,39.84134400000001,1.9671123567059163,3.643852978453739,Large
0.24103,0.0,7.38,0,0.493,6.083,43.7,5.4159,5,287.0,19.6,396.9,12.79,22.2,37.002889,2.6239436918052106,3.649515041920105,Large
0.06617,0.0,3.24,0,0.46,5.868,25.8,5.2146,4,430.0,16.9,382.44,9.97,19.3,34.433424,2.395164274287139,3.289025221540559,Medium
0.06724,0.0,3.24,0,0.46,6.333,17.2,5.2146,4,430.0,16.9,375.21,7.34,22.6,40.106889,2.1210632163706555,3.568608874151271,Large
0.04544,0.0,3.24,0,0.46,6.144,32.2,5.8736,4,430.0,16.9,368.57,9.09,19.8,37.748736,2.3115448343655176,3.22265625,Large
0.05023,35.0,6.06,0,0.4379,5.706,28.4,6.6407,1,304.0,16.9,394.02,12.43,17.1,32.55843600000001,2.5974910105351463,2.996845425867508,Medium
0.03466,35.0,6.06,0,0.4379,6.031,23.3,6.6407,1,304.0,16.9,362.25,7.83,19.4,36.372961,2.178155014615869,3.216713646161499,Large
0.05083,0.0,5.19,0,0.515,6.316,38.1,6.4584,5,224.0,20.2,389.71,5.68,22.2,39.891856,1.8991179875485542,3.514882837238759,Large
0.03738,0.0,5.19,0,0.515,6.31,38.5,6.4584,5,224.0,20.2,389.4,6.75,20.7,39.81609999999999,2.0476928433652555,3.2805071315372425,Large
0.03961,0.0,5.19,0,0.515,6.037,34.5,5.9853,5,224.0,20.2,396.9,8.01,21.1,36.445369,2.1983350716202463,3.4951134669537853,Large
0.03427,0.0,5.19,0,0.515,5.869,46.3,5.2311,5,224.0,20.2,396.9,9.8,19.5,34.445161,2.379546134130174,3.3225421707275515,Medium
0.03041,0.0,5.19,0,0.515,5.895,59.6,5.615,5,224.0,20.2,394.81,10.56,18.5,34.751025,2.4475508632442313,3.1382527565733676,Medium
0.03306,0.0,5.19,0,0.515,6.059,37.3,4.8122,5,224.0,20.2,396.14,8.51,20.6,36.711481,2.252343876557299,3.399900973758046,Large
0.05497,0.0,5.19,0,0.515,5.985,45.4,4.8122,5,224.0,20.2,396.9,9.74,19.0,35.820225,2.3739750890807185,3.1746031746031744,Medium
0.06151,0.0,5.19,0,0.515,5.968,58.5,4.8122,5,224.0,20.2,396.9,9.29,18.7,35.617024,2.331172549845958,3.133378016085791,Medium
0.01301,35.0,1.52,0,0.442,7.241,49.3,7.0379,1,284.0,15.5,394.74,5.49,32.7,52.432081,1.8702625307159986,4.5159508355199565,Very Large
0.02498,0.0,1.89,0,0.518,6.54,59.7,6.2669,1,422.0,15.9,389.96,8.65,16.5,42.7716,2.2669579153508947,2.522935779816514,Large
